,Uniprot,Gene_Name,RBP_flag,SVM_SeqOnly_score,DNN_SeqOnly_score,Network_score_MB,Network_score_MB_STRING,optimistic_DNN_SVM,optimistic_DNNSVM_NetMB_STRING,protein_len,Ensembl Gene ID
668,Q9BPU6,DPYSL5,0,0.670435896,0.7230211,0.752236209,0.743013847,0.738860643,0.862536342,564,ENSG00000157851
669,Q9UIF7,MUTYH,0,0.060063516,0.20377673,0.828773095,0.83637952,0.509048605,0.862262974,546,ENSG00000132781
670,Q9UBE0,SAE1,0,0.84576996,0.16143446,0.74692539,0.689046579,0.782848635,0.862256026,346,ENSG00000142230
671,Q9H078,CLPB,0,0.484884052,0.23586881,0.740245697,0.804539266,0.629473826,0.86221595,707,ENSG00000162129
672,Q7Z2K8,GRIN1,0,0.29666312,0.10897676,0.705224693,0.83288459,0.529410242,0.862060362,1008,ENSG00000169258
673,A1Z1Q3,MACROD2,0,0.868560028,0.37405673,0.39750001,0.627779011,0.807403791,0.862007287,448,ENSG00000172264
674,Q6IA98,RNPC4,0,0.731587414,0.85511863,0.760275486,0.67906071,0.78630002,0.861997881,423,
675,Q71F23,CENPU,0,0.266816766,0.08129846,0.73862688,0.835156356,0.51591392,0.861923912,418,ENSG00000151725
676,P06493,CDK1,0,0.505914949,0.08630941,0.78788602,0.818843705,0.589328487,0.86190605,297,ENSG00000170312
677,Q56P03,EAPP,0,0.756056315,0.16980709,0.753570522,0.749570407,0.728344257,0.861879501,285,ENSG00000129518
678,P49720,PSMB3,0,0.767383137,0.28408235,0.757648156,0.738728666,0.741090314,0.861835418,205,ENSG00000277791
679,C9J1X0,WDR91,0,0.744204016,0.30759463,0.842274591,0.748482435,0.729804105,0.861758736,712,ENSG00000105875
680,Q6PI47,KCTD18,0,0.858429485,0.09915987,0.743452606,0.715023515,0.763349935,0.861580112,426,ENSG00000155729
681,A6NNT2,CP096,0,0.909131195,0.84646845,0.303551604,0.353322296,0.87014188,0.861369321,1141,ENSG00000205832
682,P56385,ATP5I,0,0.744581855,0.51040983,0.803246392,0.731624526,0.744010559,0.861290326,69,ENSG00000169020
683,Q9Y6K1,DNMT3A,0,0.883540332,0.4444469,0.590859386,0.58937888,0.819713781,0.861287111,912,ENSG00000119772
684,Q9H0U3,MAGT1,0,0.215173571,0.053280555,0.844422334,0.838461043,0.494502611,0.861168894,335,ENSG00000102158
685,P43034,PAFAH1B1,0,0.825046493,0.08206646,0.749341706,0.731426113,0.744397263,0.861056946,410,ENSG00000007168
686,Q9UBQ7,GRHPR,0,0.92609721,0.228832,0.592020861,0.409664249,0.854318705,0.860824525,328,ENSG00000137106
687,Q9P016,THYN1,0,0.517727161,0.1921826,0.881930605,0.802159856,0.637085762,0.860702785,225,ENSG00000151500
688,P11172,UMPS,0,0.322801593,0.652591,0.83299657,0.801643798,0.635924182,0.860609228,480,ENSG00000114491
689,Q8N142,ADSSL1,0,0.899871044,0.86475384,0.400675546,0.37185415,0.868311361,0.860480494,457,ENSG00000185100
690,Q86WV6,TMEM173,0,0.032517931,0.037893765,0.73420222,0.852218077,0.414004538,0.860322134,379,ENSG00000184584
691,Q92785,DPF2,0,0.220425628,0.08932826,0.678031464,0.835464098,0.50472379,0.860088225,391,ENSG00000133884
692,Q5T2N8,ATAD3C,0,0.5261089,0.64928925,0.614239938,0.779304864,0.684690579,0.860035586,411,ENSG00000215915
693,Q96QD5,DEPDC7,0,0.547528459,0.3330595,0.886590703,0.787936871,0.663303903,0.85968492,511,ENSG00000121690
694,A8MYJ7,TTC34,0,0.10036307,0.14166856,0.76343127,0.842324799,0.472475673,0.859648063,566,ENSG00000275571
695,Q5SU16,TUBB,0,0.704452794,0.95991325,0.161446232,0.216782937,0.880506237,0.859541394,444,
696,Q96RK0,CIC,0,0.277428235,0.43998066,0.729860151,0.811244717,0.601258441,0.859497612,1608,ENSG00000079432
697,Q86YL1,,0,0.683606062,0.119112335,0.753993477,0.790867021,0.657640312,0.859476929,110,
698,P05165,PCCA,0,0.796542073,0.6054384,0.666930346,0.688124206,0.778172183,0.859436767,728,ENSG00000175198
699,Q13733,AT1A4,0,0.205305123,0.10522992,0.897636871,0.834539842,0.503104468,0.859365992,1029,ENSG00000132681
700,Q99447,PCYT2,0,0.909947429,0.6227813,0.639730279,0.403242622,0.853901615,0.859252943,389,ENSG00000185813
701,O43586,PSTPIP1,0,0.076216743,0.5417109,0.52735736,0.822951937,0.560674682,0.859193988,416,ENSG00000140368
702,Q14554,PDIA5,0,0.909408006,0.6970645,0.147859808,0.395515372,0.855325325,0.859169958,519,ENSG00000065485
703,Q9BYV8,CEP41,0,0.784692238,0.15540338,0.790591091,0.731520128,0.739873532,0.859160809,373,ENSG00000106477
704,Q9UQC1,HSP70-1,0,0.941778154,0.32897314,0.356566563,0.342278351,0.870104935,0.859109259,151,
705,Q86UP3,ZFHX4,0,0.209932525,0.6637957,0.818948968,0.805333082,0.613907075,0.859082878,3567,ENSG00000091656
706,O43426,SYNJ1,0,0.855012069,0.7963659,0.678828223,0.542062414,0.830609672,0.85873755,1573,ENSG00000159082
707,Q9NY74,ETAA1,0,0.224632553,0.324187,0.749152311,0.818372481,0.576646904,0.858628573,926,ENSG00000143971
708,Q9ULL4,PLXB3,0,0.24787715,0.5572555,0.811899365,0.806531541,0.608510196,0.85852838,1909,ENSG00000198753
709,Q14574,DSC3,0,0.314597855,0.3572183,0.856888191,0.808104451,0.603015871,0.858373913,896,ENSG00000134762
710,Q8N5D0,WDTC1,0,0.55682141,0.937494,0.592402823,0.507513467,0.839228462,0.858266911,677,ENSG00000142784
711,Q9H9B4,SFXN1,0,0.357586988,0.12634106,0.840409433,0.825286724,0.544952309,0.858247742,322,ENSG00000164466
712,P84243,H3F3B,0,0.763359466,0.104576446,0.757091345,0.762861535,0.701757302,0.858131819,136,ENSG00000132475
713,P84243,H3F3A,0,0.763359466,0.104576446,0.757091345,0.762861535,0.701757302,0.858131819,136,ENSG00000132475
714,Q16342,PDCD2,0,0.168847326,0.030531723,0.658968624,0.841182513,0.466341918,0.858096585,344,ENSG00000071994
715,B0I1T2,MYO1G,0,0.702512621,0.6334979,0.844688434,0.729947323,0.740499246,0.85808487,1018,ENSG00000136286
716,Q8IVW6,ARID3B,0,0.864597802,0.34488037,0.682046705,0.628625763,0.803867489,0.85804949,561,ENSG00000179361
717,Q9NPF4,OSGEP,0,0.338906717,0.75080425,0.636101603,0.786985424,0.659672182,0.858005489,335,ENSG00000092094
718,Q96PQ7,KLHL5,0,0.054829103,0.3558622,0.902918711,0.827314127,0.5294786,0.857989049,755,ENSG00000109790
719,O95456,PSMG1,0,0.114843077,0.060975917,0.733556463,0.841338285,0.464676953,0.857742873,288,ENSG00000183527
720,Q9NP74,PALMD,0,0.446015526,0.37514046,0.752640382,0.79661957,0.63401094,0.857686459,551,ENSG00000099260
721,O95185,UNC5C,0,0.173178401,0.43821195,0.848260993,0.816986099,0.574953998,0.857578818,931,ENSG00000182168
722,Q9P1U1,ACTR3B,0,0.844093911,0.6698733,0.700252634,0.594908593,0.812175317,0.857563271,418,ENSG00000133627
723,Q16777,HIST2H2AC,0,0.823159172,0.1688615,0.684307615,0.693581936,0.770785322,0.85723815,129,ENSG00000184260
724,P78543,BTG2,0,0.031011296,0.077426426,0.609778281,0.844643058,0.429455397,0.856919718,158,ENSG00000159388
725,Q5VUJ6,LRCH2,0,0.494359181,0.5380653,0.619219746,0.785514198,0.662870891,0.856884251,765,ENSG00000130224
726,O14524,NEMP1,0,0.010779051,0.009117298,0.5,0.852180314,0.377350984,0.856858497,444,ENSG00000166881
727,P48539,PCP4,0,0.939931039,0.21542433,0.312262956,0.359969156,0.867865584,0.856844079,62,ENSG00000183036
728,Q9Y535,POLR3H,0,0.175303186,0.06614739,0.838125509,0.834801939,0.485602795,0.856744276,204,ENSG00000100413
729,Q53S58,TMEM177,0,0.035369522,0.026109356,0.86103001,0.848321873,0.407716321,0.856635492,311,ENSG00000144120
730,J3QRU1,YES1,0,0.346659974,0.3224037,0.871247776,0.805589017,0.604299761,0.856599604,548,ENSG00000176105
731,P35527,KRT9,0,0.059767706,0.04015411,0.870459884,0.844478875,0.430139725,0.85657918,623,ENSG00000171403
732,Q96MT7,CFAP44,0,0.88348317,0.66166764,0.316101469,0.52450119,0.832170431,0.856557019,982,ENSG00000206530
733,P06312,IGKV4-1,0,0.021421399,0.020982344,0.699655553,0.849198189,0.394518859,0.856488655,121,ENSG00000211598
734,Q9BZX2,UCK2,0,0.435468623,0.1176872,0.681364813,0.816942951,0.566096886,0.855943464,261,ENSG00000143179
735,P54922,ADPRH,0,0.128113893,0.06715246,0.892722529,0.836353936,0.470678593,0.855934298,357,ENSG00000144843
736,P61225,RAP2B,0,0.264197926,0.1777445,0.862019384,0.816609433,0.566488023,0.855701909,183,ENSG00000181467
737,Q96NW7,LRRC7,0,0.22397643,0.47103783,0.693568229,0.808676871,0.591960863,0.855645298,1537,ENSG00000033122
738,Q8NEM0,MCPH1,0,0.462721463,0.40304527,0.740545277,0.791221761,0.640743447,0.855621488,835,ENSG00000147316
739,Q8N4C8,MINK1,0,0.922267394,0.31682727,0.444843555,0.386987749,0.852090884,0.855610636,1332,ENSG00000141503
740,B4DZC0,SMCA5,0,0.592577806,0.32975334,0.745030997,0.775286587,0.677791087,0.855482214,995,
741,A4PIW0,SYT-SSX2,0,0.267486811,0.08705733,0.902241623,0.827019299,0.5171411,0.855412585,457,
742,H0YEF7,PICALM,0,0.363917063,0.43213344,0.877775831,0.800481228,0.618448749,0.855406337,302,ENSG00000073921
743,O60925,PFDN1,0,0.7358331,0.15140295,0.511859285,0.749354584,0.712228318,0.855280984,122,ENSG00000113068
744,Q02809,PLOD1,0,0.091330594,0.0991471,0.882113533,0.836721003,0.463675449,0.855243169,727,ENSG00000083444
745,D6R9U7,POLR3G,0,0.916451288,0.78533304,0.270353172,0.306855808,0.870575565,0.8550255,220,ENSG00000113356
746,Q9P2D1,CHD7,0,0.227629679,0.8772147,0.787582615,0.767005184,0.68639722,0.854616256,2997,ENSG00000171316
747,O95625,ZBT11,0,0.084153017,0.49758393,0.890131787,0.81860703,0.556647629,0.85459609,1053,ENSG00000066422
748,Q8WVY7,UBLCP1,0,0.797649435,0.28261742,0.589485169,0.703497538,0.756572986,0.8540404,318,ENSG00000164332
749,Q8N6E6,C21orf66,0,0.933844699,0.43314108,0.286024147,0.330654447,0.868438034,0.853956696,398,
750,F5H284,PPIAL4D,0,0.910832556,0.43276814,0.30644051,0.408483842,0.846718807,0.853860508,164,ENSG00000256374
751,Q9Y536,PPIAL4A,0,0.898785502,0.3117397,0.632253787,0.544919397,0.825289104,0.853621368,164,ENSG00000263353
752,Q4LE58,IF4G1,0,0.862015173,0.79743123,0.447600668,0.509294313,0.832638153,0.853451339,1624,
753,Q16820,MEP1B,0,0.060743513,0.12698598,0.866937798,0.836855666,0.453029891,0.853407707,701,ENSG00000141434
754,Q9Y294,ASF1A,0,0.076275615,0.1676152,0.758069947,0.826925415,0.51035754,0.853407104,204,ENSG00000111875
755,Q92890,UFD1,0,0.858430721,0.42510876,0.615596525,0.619633183,0.8013484,0.853182907,307,ENSG00000070010
756,Q15572,TAF1C,0,0.037953227,0.10747617,0.815233076,0.840800566,0.438928563,0.853033043,869,ENSG00000103168
757,Q99707,METH,0,0.391168703,0.9027529,0.73720302,0.720911293,0.740854421,0.853019838,1265,ENSG00000116984
758,O95931,CBX7,0,0.828084474,0.2266837,0.66754281,0.671453655,0.777000674,0.852976761,251,ENSG00000100307
759,Q9HC21,SLC25A19,0,0.18127465,0.22647758,0.899364563,0.816601005,0.552811537,0.852890797,320,ENSG00000125454
760,Q13330,MTA1,0,0.841174456,0.6087993,0.625228485,0.599978533,0.805522751,0.852564587,715,ENSG00000182979
761,P15090,FABP4,0,0.880408542,0.9063964,0.255611946,0.204544594,0.875605592,0.852362763,132,ENSG00000170323
762,Q9NYT0,PLEK2,0,0.460114266,0.12311405,0.517152712,0.808873856,0.576174767,0.852148423,353,ENSG00000100558
763,Q7L7L0,HIST3H2A,0,0.652287172,0.14872754,0.79735549,0.768837605,0.67868217,0.851772459,130,ENSG00000181218
764,Q9NZA1,CLIC5,0,0.619724995,0.18543194,0.921285223,0.772334566,0.673241235,0.851772124,410,ENSG00000112782
765,Q9H939,PSTPIP2,0,0.187178797,0.32335818,0.869687883,0.810655029,0.56731337,0.851446243,334,ENSG00000152229
766,P52655,GTF2A1,0,0.472454775,0.6015396,0.654014098,0.777610706,0.664370141,0.851412337,376,ENSG00000165417
767,Q5T081,RCC1,0,0.797107239,0.6784161,0.653328163,0.656277287,0.783122499,0.851194023,421,
768,Q9P2R7,SUCLA2,0,0.70683857,0.44976354,0.614701405,0.727890636,0.72573534,0.85111528,463,ENSG00000136143
769,Q8N1I0,DOCK4,0,0.290952097,0.48136306,0.861492775,0.796965333,0.609250166,0.851114284,1966,ENSG00000128512
770,Q14686,NCOA6,0,0.787885095,0.7503951,0.669990046,0.644519599,0.789912916,0.85096587,2063,ENSG00000198646
771,O00231,PSMD11,0,0.728430455,0.28705132,0.74388496,0.732495102,0.720609738,0.85094406,422,ENSG00000108671
772,O94953,KDM4B,0,0.095018082,0.10880894,0.859102486,0.832607056,0.466381873,0.850942584,1096,ENSG00000127663
773,Q9NVE7,PANK4,0,0.379503207,0.096926115,0.819477123,0.814759175,0.548701055,0.85093827,773,ENSG00000157881
774,Q8TAE6,PPP1R14C,0,0.315062482,0.13495152,0.893379468,0.818656771,0.536338781,0.850693107,165,ENSG00000198729
775,Q08AG7,MZT1,0,0.022331446,0.09926371,0.810941082,0.83839729,0.429194362,0.850517679,82,ENSG00000204899
776,Q8N9B5,JMY,0,0.777365733,0.26892185,0.514156408,0.711044898,0.744459567,0.850380962,988,ENSG00000152409
777,Q15124,PGM5,0,0.811535491,0.063004635,0.759042022,0.721528674,0.732075023,0.850251636,567,ENSG00000154330
778,Q8TAF3,WDR48,0,0.762010357,0.8601712,0.76459671,0.610173485,0.800331083,0.850230633,677,ENSG00000114742
779,P31150,GDI1,0,0.756435552,0.7973173,0.785975696,0.651906587,0.783833662,0.850227784,447,ENSG00000203879
780,P29803,PDHA2,0,0.647067208,0.15865453,0.833275167,0.763958933,0.678818009,0.850018277,388,ENSG00000163114
781,Q149N8,SHPRH,0,0.42511457,0.45282948,0.568667897,0.786083631,0.635228964,0.849946018,1683,ENSG00000146414
782,P15927,RPA2,0,0.459393331,0.66799265,0.774187307,0.7695042,0.669806343,0.8498012,270,ENSG00000117748
783,P03971,AMH,0,0.029455509,0.09349477,0.900851688,0.836684324,0.432913776,0.849698289,560,ENSG00000104899
784,A9IYQ1,PDS5B,0,0.860130227,0.5916027,0.406122608,0.558801272,0.813276753,0.849668492,302,ENSG00000083642
785,Q96P47,AGAP3,0,0.048926672,0.37665686,0.859575433,0.819193809,0.528380262,0.849471868,875,ENSG00000133612
786,P18074,ERCC2,0,0.279842659,0.18734597,0.748584648,0.805788309,0.571895895,0.849155024,760,ENSG00000104884
787,Q86VP1,TAX1BP1,0,0.908095005,0.5635454,0.493793662,0.375760577,0.847475672,0.849147394,789,ENSG00000106052
788,Q15493,RGN,0,0.91862816,0.34730154,0.544626014,0.362601852,0.848728558,0.849123387,299,ENSG00000130988
789,Q5TF21,SOGA3,0,0.839102146,0.14288524,0.658367131,0.693452574,0.754506917,0.849083529,947,ENSG00000214338
790,Q8IWA4,MFN1,0,0.161136947,0.027569119,0.771426411,0.829844703,0.461952693,0.84905445,741,ENSG00000171109
791,V9HW31,HEL-S-271,0,0.917557471,0.49282458,0.208959947,0.332834102,0.852869065,0.848937099,529,
792,Q6VY07,PACS1,0,0.404492663,0.30377492,0.827288499,0.790951751,0.615096864,0.848919021,963,ENSG00000175115
793,P53007,SLC25A1,0,0.489607001,0.21971297,0.818405252,0.785042594,0.630417368,0.848917022,311,ENSG00000100075
794,Q96FK6,WDR89,0,0.77260268,0.03366283,0.266017543,0.747559457,0.694148376,0.848722298,387,ENSG00000140006
795,F8W7S1,MIGA1,0,0.133542938,0.20449115,0.634314676,0.81426405,0.535703268,0.848695187,633,ENSG00000180488
796,Q8IUZ0,LRRC49,0,0.152742188,0.28508836,0.729936827,0.811123272,0.551826961,0.848448109,686,ENSG00000137821
797,Q8N6H7,ARFGAP2,0,0.374763818,0.71558,0.79045696,0.773697817,0.657517107,0.848285587,521,ENSG00000149182
798,P16104,H2AFX,0,0.705619358,0.34562707,0.742011212,0.727209845,0.719555191,0.848045734,143,ENSG00000188486
799,A1L0T0,ILVBL,0,0.239060807,0.6464305,0.794827227,0.788358983,0.61728965,0.847768127,632,ENSG00000105135
800,A6ND36,FAM83G,0,0.819751396,0.2685386,0.766146554,0.66172038,0.775602051,0.847615756,823,ENSG00000188522
801,Q8NI77,KIF18A,0,0.055415689,0.94448435,0.550185197,0.634964388,0.789023554,0.847601844,898,ENSG00000121621
802,Q9BU89,DOHH,0,0.287029143,0.10731377,0.509045498,0.81697695,0.524923205,0.847481126,302,ENSG00000129932
803,P07864,LDHC,0,0.611408288,0.41893128,0.732469338,0.749079766,0.690270558,0.847461382,332,ENSG00000166796
804,P40616,ARL1,0,0.427166963,0.044526134,0.857105503,0.809839722,0.549384123,0.847194465,181,ENSG00000120805
805,Q15746,MYLK,0,0.34099574,0.9309284,0.700767224,0.628175344,0.7901763,0.847142454,1914,ENSG00000065534
806,P47755,CAPZA2,0,0.704806564,0.2348246,0.773392228,0.733081726,0.708191721,0.846954599,286,ENSG00000198898
807,Q5U5U6,UBB,0,0.912980592,0.5664883,0.367715345,0.31412735,0.854390178,0.846891738,229,
808,Q9NVG8,TBC1D13,0,0.057043577,0.06208793,0.82162303,0.83210792,0.439403402,0.846876273,400,ENSG00000107021
809,Q9H0J4,QRIC2,0,0.883352529,0.47235164,0.51508801,0.523438026,0.822007307,0.846867444,1663,ENSG00000129646
810,P57087,JAM2,0,0.110993852,0.149433,0.800880103,0.817687143,0.520009786,0.846786551,298,ENSG00000154721
811,Q96MX6,WDR92,0,0.810984498,0.6478776,0.603317076,0.620829663,0.793216984,0.846735077,357,ENSG00000243667
812,Q9BRP4,PAAF1,0,0.721074159,0.1407742,0.620172907,0.758723025,0.679256878,0.846658927,392,ENSG00000175575
813,B7Z7R3,LIMS1,0,0.753015033,0.8188336,0.776488521,0.639275082,0.785647981,0.846638173,325,ENSG00000169756
814,Q9Y6X9,MORC2,0,0.770689081,0.66749793,0.697547912,0.662925172,0.771683835,0.846425868,1032,ENSG00000133422
815,Q8IVP5,FUNDC1,0,0.253943565,0.13759296,0.714039007,0.816932954,0.518835059,0.846376275,155,ENSG00000069509
816,O60762,DPM1,0,0.482736016,0.4044907,0.742949709,0.777994214,0.6447902,0.846345206,260,ENSG00000000419
817,O14618,CCS,0,0.508522609,0.36728865,0.834907114,0.772126378,0.653620325,0.84611869,274,ENSG00000173992
818,Q8NHZ8,CDC26,0,0.914056684,0.32714432,0.466229713,0.39583699,0.843093917,0.846081449,85,ENSG00000176386
819,Q5BIX2,C18orf25,0,0.638877348,0.9493983,0.403358427,0.258476831,0.868955282,0.845943192,404,ENSG00000152242
820,Q5MIZ7,PPP4R3B,0,0.713732444,0.14665964,0.753899903,0.759439719,0.676250435,0.845876267,849,ENSG00000275052
821,Q9NUG6,PDRG1,0,0.835202887,0.2106785,0.564527106,0.648972505,0.777566735,0.845863707,133,ENSG00000088356
822,D3DR86,NFKB2,0,0.899696694,0.655609,0.5,0.398792316,0.842898306,0.845691169,403,
823,Q8IZP1,TBC1D3,0,0.105071455,0.014688905,0.804962168,0.832376193,0.433389648,0.845613127,549,ENSG00000274611
824,Q9BVK6,TMED9,0,0.662912201,0.0884669,0.747246085,0.773714779,0.648768565,0.845569982,235,ENSG00000184840
825,P67775,PPP2CA,0,0.259872644,0.11699923,0.724870902,0.815221401,0.518462441,0.845470861,309,ENSG00000113575
826,Q9BVM2,DPCD,0,0.933455639,0.1632336,0.53104907,0.294569283,0.857939221,0.845370735,203,ENSG00000166171
827,Q5FWF5,ESCO1,0,0.777340003,0.5765804,0.586156465,0.66352895,0.767160972,0.845172284,840,ENSG00000141446
828,Q5W186,CST9,0,0.102175632,0.007108342,0.87504344,0.833940999,0.425697173,0.845151304,159,ENSG00000173335
829,Q9H2D6,TARA,0,0.33878526,0.2737911,0.698552065,0.793824331,0.596219833,0.845055298,2365,ENSG00000100106
830,P48739,PITPNB,0,0.760528233,0.5906997,0.788964304,0.670819947,0.761279067,0.844990768,271,ENSG00000180957
831,Q9NZR1,TMOD2,0,0.940317627,0.20545618,0.554174995,0.269765163,0.86670476,0.844793398,351,ENSG00000128872
832,P47902,CDX1,0,0.067994442,0.029606152,0.872210427,0.832826391,0.428078977,0.844665848,265,ENSG00000113722
833,Q9UMS6,SYNP2,0,0.27607124,0.5338954,0.801812547,0.786662171,0.61061164,0.844658221,1093,ENSG00000172403
834,Q15532,SS18,0,0.359175233,0.06629815,0.739595933,0.809495832,0.537302299,0.844614918,418,ENSG00000141380
835,Q9BUT1,BDH2,0,0.91248658,0.5585434,0.292894805,0.299902554,0.853616131,0.844477863,245,ENSG00000164039
836,Q8N136,DAW1,0,0.633737562,0.09331561,0.42931587,0.775771809,0.639224975,0.84441901,415,ENSG00000123977
837,Q8IUC8,GALNT13,0,0.076208359,0.17021509,0.938597746,0.815414503,0.511622752,0.84440436,556,ENSG00000144278
838,Q9H903,MTHFD2L,0,0.904701971,0.66267055,0.179335233,0.334049105,0.848855549,0.844365577,347,ENSG00000163738
839,Q7KYM9,ORF,0,0.742743454,0.8945831,0.333402827,0.542253772,0.814304329,0.844315411,570,
840,P12273,PIP,0,0.217996307,0.3126664,0.86646153,0.80126445,0.572918021,0.844298644,146,ENSG00000159763
841,Q96CU9,FOXRED1,0,0.823493702,0.6799189,0.776874394,0.579484766,0.802759605,0.844231571,486,ENSG00000110074
842,Q9UBL3,ASH2L,0,0.833508012,0.31701767,0.633797564,0.642003104,0.782445933,0.843999123,628,ENSG00000129691
843,Q12800,TFCP2,0,0.351571217,0.41503316,0.720516338,0.784583178,0.6137085,0.843950923,502,ENSG00000135457
844,P09038,FGF2,0,0.895699625,0.44236583,0.571947891,0.5,0.827169278,0.843859651,288,ENSG00000138685
845,P48047,ATP5O,0,0.265764415,0.2644943,0.733446761,0.799109006,0.577818741,0.843846335,213,ENSG00000241837
846,Q8NEM2,SHCBP1,0,0.285704318,0.5300726,0.688275481,0.785848379,0.612024781,0.84378727,672,ENSG00000171241
847,Q92925,SMARCD2,0,0.75411045,0.058538217,0.829488098,0.739223002,0.692145263,0.843588338,531,ENSG00000108604
848,O95696,BRD1,0,0.679152427,0.79468876,0.716649944,0.684650723,0.751709932,0.843443914,1058,ENSG00000100425
849,Q16698,DECR1,0,0.372003469,0.6452257,0.840273779,0.770710042,0.645261548,0.843398094,335,ENSG00000104325
850,Q9P219,DAPLE,0,0.411145697,0.7588438,0.4504809,0.751995366,0.675416403,0.84303222,2028,ENSG00000015133
851,P43351,RAD52,0,0.719828586,0.40269086,0.712098373,0.714034529,0.726853175,0.842902624,418,ENSG00000002016
852,Q8TF64,GIPC3,0,0.883159378,0.6444487,0.68274031,0.4602011,0.831130834,0.842821055,312,ENSG00000179855
853,P13929,ENO3,0,0.870712743,0.6463902,0.352227395,0.506186888,0.822968084,0.842704953,434,ENSG00000108515
854,P68032,ACTC1,0,0.25178056,0.045430686,0.846197094,0.81666275,0.501419296,0.842542858,377,ENSG00000159251
855,Q13191,CBLB,0,0.934863295,0.17744029,0.361728195,0.261931368,0.858196933,0.842518726,982,ENSG00000114423
856,P50993,AT1A2,0,0.320473254,0.55523664,0.857094921,0.779385574,0.62428507,0.842488728,1020,ENSG00000018625
857,P0DJD0,RGPD1,0,0.248022986,0.5640049,0.882917496,0.785349325,0.60920712,0.842481522,1748,ENSG00000187627
858,Q96TA9,ARI1A,0,0.893505727,0.24673358,0.315093158,0.524399108,0.818264085,0.842456143,1208,
859,Q6P1M0,SLC27A4,0,0.646066126,0.05067613,0.776107211,0.772264856,0.636276401,0.842352496,643,ENSG00000167114
860,A0A0S2Z377,ANXA6,0,0.831329845,0.65984935,0.359066742,0.57213302,0.803189502,0.842126285,667,
861,O15451,,0,0.423885558,0.12373256,0.775264503,0.801384092,0.563128968,0.842090377,1021,
862,O00330,PDHX,0,0.433290853,0.3118724,0.792327556,0.778490207,0.62393379,0.841899246,501,ENSG00000110435
863,P49721,PSMB2,0,0.572728654,0.3014553,0.769813638,0.754055703,0.66833076,0.841892205,201,ENSG00000126067
864,P41208,CETN2,0,0.896235949,0.20513466,0.57520091,0.531247399,0.815139586,0.841829144,172,ENSG00000147400
865,B7Z2F4,TCPD,0,0.420394958,0.3909941,0.745030997,0.775286587,0.628509848,0.841791915,389,
866,O15212,PFDN6,0,0.588633639,0.22007358,0.566236224,0.756035806,0.666326862,0.841633981,129,ENSG00000204220
867,Q5JWF2,GNAS1,0,0.600997202,0.9243539,0.721694782,0.514659217,0.818476918,0.841564856,1037,ENSG00000087460
868,P57053,H2BFS,0,0.719592947,0.09989044,0.605508456,0.748367544,0.676643936,0.841558232,126,ENSG00000234289
869,O15054,KDM6B,0,0.614744992,0.6937378,0.760976537,0.718664066,0.718363469,0.841519936,1643,ENSG00000132510
870,P62330,ARF6,0,0.870479735,0.3921742,0.704899313,0.548116319,0.809168971,0.841518777,175,ENSG00000165527
871,P35240,NF2,0,0.5,0.39314803,0.70706019,0.765382958,0.649180864,0.841370821,595,ENSG00000186575
872,Q9Y6A9,SPCS1,0,0.180592365,0.09995962,0.282832607,0.817203935,0.494433119,0.841365083,102,ENSG00000114902
873,Q9H4M9,EHD1,0,0.698433747,0.28758898,0.823357706,0.721640881,0.710386039,0.84136075,534,ENSG00000110047
874,P08758,ANXA5,0,0.444325469,0.42247468,0.885612718,0.770698712,0.636472435,0.841351194,320,ENSG00000164111
875,Q75VX8,GAREM2,0,0.072756568,0.34124747,0.900656435,0.805837657,0.53575014,0.841274393,874,ENSG00000157833
876,Q8IUF1,CBWD2,0,0.384199955,0.058531232,0.860386369,0.80457729,0.542529305,0.841183083,395,ENSG00000136682
877,Q9UNM6,PSMD13,0,0.360209904,0.22595842,0.873212506,0.787532562,0.596016191,0.841112452,376,ENSG00000185627
878,Q92826,HOXB13,0,0.310435772,0.12696682,0.83707984,0.805792255,0.534367153,0.841089569,284,ENSG00000159184
879,I3L0E3,hCG_1984214,0,0.214121617,0.7365428,0.432780334,0.77232942,0.631817932,0.841044671,225,ENSG00000249773
880,Q99436,PSMB7,0,0.697607958,0.74510604,0.73771375,0.672933251,0.753071743,0.840992744,277,ENSG00000136930
881,P68431,HIST1H3J,0,0.743610685,0.09300048,0.759177374,0.736858483,0.687239236,0.840873089,136,ENSG00000197409
882,P68431,HIST1H3G,0,0.743610685,0.09300048,0.759177374,0.736858483,0.687239236,0.840873089,136,ENSG00000197409
883,P68431,HIST1H3B,0,0.743610685,0.09300048,0.759177374,0.736858483,0.687239236,0.840873089,136,ENSG00000197409
884,P68431,HIST1H3C,0,0.743610685,0.09300048,0.759177374,0.736858483,0.687239236,0.840873089,136,ENSG00000197409
885,P68431,HIST1H3A,0,0.743610685,0.09300048,0.759177374,0.736858483,0.687239236,0.840873089,136,ENSG00000197409
886,P68431,HIST1H3F,0,0.743610685,0.09300048,0.759177374,0.736858483,0.687239236,0.840873089,136,ENSG00000197409
887,P68431,HIST1H3H,0,0.743610685,0.09300048,0.759177374,0.736858483,0.687239236,0.840873089,136,ENSG00000197409
888,P68431,HIST1H3E,0,0.743610685,0.09300048,0.759177374,0.736858483,0.687239236,0.840873089,136,ENSG00000197409
889,P68431,HIST1H3I,0,0.743610685,0.09300048,0.759177374,0.736858483,0.687239236,0.840873089,136,ENSG00000197409
